provider,provider id,provider label,provider description,provider group code,benthic attribute,growth form,benthic_attribute_id,growth_form_id
Reef Cloud,3628,Syringodium isoetifolium,Syringodium isoetifolium,SEAGRASS,Syringodium isoetifolium,,7be2f339-ff72-4662-b86c-01df0a956302,
Reef Cloud,3580,Tape,Tape,OTHER,Tape,,f1e4a10b-bda7-4f1f-b7a5-2cafe071fd2a,
Reef Cloud,3581,Thalassia,Thalassia,SEAGRASS,Thalassia,,e4e3ef1c-a32c-4895-9690-688a7ef25b76,
Reef Cloud,3582,Thalassia hemprichii,Thalassia hemprichii,SEAGRASS,Thalassia hemprichii,,26a7cc08-4925-41fb-b967-6636a7b00527,
Reef Cloud,3583,Thalassia testudinum,Thalassia testudinum,SEAGRASS,Thalassia testudinum,,8d8e556c-63a5-4aa8-9d25-f265c162b9be,
Reef Cloud,3584,Thalassodendron ciliatum,Thalassodendron ciliatum,SEAGRASS,Thalassodendron ciliatum,,cacd53aa-cdae-4839-8563-41182e7b5784,
Reef Cloud,16492,Titanoderma,Titanoderma,CRUSTOSE CORALLINE ALGAE,Titanoderma,,b62fd524-466f-46af-8afa-7cc9635f00da,
Reef Cloud,3585,Trachyphyllia,Trachyphyllia,HARD CORAL,Trachyphyllia,,1c8b5e88-9310-4184-87a6-4774a05d6337,
Reef Cloud,3586,Tridacna (Giant clam),Tridacna (Giant clam),SESSILE INVERTEBRATES,Tridacna giant clam,,1aa38424-a8ab-4c85-b463-10606426e66e,
Reef Cloud,3587,Trididemnum solidum,Trididemnum solidum,SESSILE INVERTEBRATES,Trididemnum solidum,,10a9baaf-a125-4e6d-87cb-379435a8746a,
Reef Cloud,3588,Tubastraea,Tubastraea,HARD CORAL,Tubastraea,,bbff20b3-6dd9-4be8-aa3e-6619229d2d6b,
Reef Cloud,3589,Tubipora,Tubipora,SOFT CORAL,Tubipora,,efae0d72-6980-4c29-be83-63da72812a35,
Reef Cloud,3590,Tubiporidae,Tubiporidae,SOFT CORAL,Tubiporidae,,59b30e0e-2557-4790-b5bc-a350b20dc9d3,
Reef Cloud,3592,Turbinaria (Algae),Turbinaria (Algae),MACROALGAE,Turbinaria-algae,,6439edbc-f43a-485f-81b3-e64246c4fc90,
Reef Cloud,3593,Turbinaria (Hard coral),Turbinaria (Hard coral),HARD CORAL,Turbinaria-coral,,588f63cd-ffd2-4c38-8684-1208109165eb,
Reef Cloud,3594,Turf algae,Turf algae,TURF ALGAE,Turf algae,,20090bf4-868e-431b-974c-ab9be5bbdb5f,
Reef Cloud,3595,Tydemania,Tydemania,MACROALGAE,Tydemania,,0ee04957-7c54-4def-b435-f0b8ecaa9632,
Reef Cloud,3596,Udotea,Udotea,MACROALGAE,Udotea,,50062bd7-949d-45b6-9083-6d2d94c8f31e,
Reef Cloud,3597,Ulva,Ulva,MACROALGAE,Ulva,,4fab6349-d704-4883-bb83-6288e3c7b03f,
Reef Cloud,3602,Valonia,Valonia,MACROALGAE,Valonia,,c0f0ee39-58b1-4304-961e-6729dd8567d3,
Reef Cloud,3604,Water,Water,OTHER,Other,,31c5af16-30d7-4966-97f4-01889a5cf973,
Reef Cloud,3607,Wrangelia,Wrangelia,MACROALGAE,Wrangelia,,9f424659-9e93-43f0-a83b-14eb41c9d253,
Reef Cloud,3609,Xenia,Xenia,SOFT CORAL,Xenia,,457699ac-fd34-4640-bce4-070b1d7db3b5,
Reef Cloud,3608,Xeniidae,Xeniidae,SOFT CORAL,Xeniidae,,1cf7ce64-c413-490e-a261-e6effe8cbbb8,
Reef Cloud,3610,Xetospongia muta,Xetospongia muta,SESSILE INVERTEBRATES,Xestospongia muta,,0d7251c1-20bc-40db-afdb-00cad85b2b0d,
Reef Cloud,3611,Zellera,Zellera,MACROALGAE,Zellera,,982adc9d-472e-4c9c-820d-f8a4e4fe4ebc,
Reef Cloud,3612,Zoanthidae (Zoanthids),Zoanthidae (Zoanthids),SESSILE INVERTEBRATES,Zoanthidae,,68f2869a-64d4-4b89-9a17-35cc5372323a,
Reef Cloud,3613,Zoopilus,Zoopilus,HARD CORAL,Zoopilus,,e7e28acf-e7dd-4675-abb4-023092914e17,
Reef Cloud,3614,Zostera,Zostera,SEAGRASS,Zostera,,d823bc1b-57a4-48ec-8a5a-f381b4da04cc,
Reef Cloud,3615,Zostera capricorni,Zostera capricorni,SEAGRASS,Zostera capricorni,,7a6344b9-51db-4f99-b10f-7c3a1efb6432,
Reef Cloud,3616,Zosteraceae,Zosteraceae,SEAGRASS,Zosteraceae,,77b5acaf-32d0-41fe-acb8-7a0c39f2ae92,
